method,fold,loss
constant,1,0.0015268097647604
constant,2,0.0007617719260885
constant,3,0.0019980271159038
constant,4,0.0030953845579504
constant,5,0.0005279844210114
linear,1,0.0024784820304495
linear,2,0.0009976657113323
linear,3,0.0014306448915697
linear,4,0.0019809560289859
linear,5,0.0003676522153941
knn,1,0.0022171049524523
knn,2,0.0004614594310938
knn,3,0.0002142176042887
knn,4,0.0016808509982465
knn,5,0.0009197028875869
mmit,1,0.0025265404314032
mmit,2,0.0006071998388358
mmit,3,0.0004698538833524
mmit,4,0.0013884520525383
mmit,5,0.0012960145462138
rf,1,0.0013606393361691
rf,2,0.0005772438713195
rf,3,0.0007350214615904
rf,4,0.0018106131436112
rf,5,0.0004507024734955
mlp,1,0.0033042387336838
mlp,2,0.0006324416114642
mlp,3,0.0007533645547809
mlp,4,0.0021404560962047
mlp,5,0.0003405406311887
aft_xgboost,1,0.0023854610663557414
aft_xgboost,2,0.0026510138718515903
aft_xgboost,3,0.1581007161735907
aft_xgboost,4,0.031601055430075325
aft_xgboost,5,0.0046995289403106155
